Transaction ID,Customer_ID,Branch,Product ID,Order Date,Quantity,Amount,Gross Profit
1669,1935,Panjim,17,3/6/2022,7,2080,143.03
1670,1286,Panjim,2,3/6/2022,18,5734,431.05
1671,2708,Panjim,13,3/6/2022,95,69414,4778.65
1672,1104,Mapusa,11,3/6/2022,140,125134,7715.74
1673,2796,Old Goa,5,3/6/2022,150,31102,1869.51
1674,1602,Panjim,4,3/6/2022,156,54167,4202.11
1675,2700,Panjim,26,3/7/2022,9,1817,116
1676,1072,Mapusa,9,3/7/2022,31,16320,1188.49
1677,1446,Panjim,1,3/7/2022,52,39142,2823.56
1678,2278,Old Goa,10,3/7/2022,65,56273,3979.06
1679,967,Old Goa,11,3/7/2022,151,91271,5717.61
1680,2123,Mapusa,6,3/7/2022,164,120239,8082.01
1681,1747,Mapusa,24,3/8/2022,2,417,27.84
1682,1046,Panjim,25,3/8/2022,8,548,35.67
1683,1937,Panjim,27,3/8/2022,9,1708,105.76
1684,3080,Mapusa,24,3/8/2022,9,1677,108.59
1685,1589,Old Goa,8,3/8/2022,25,3250,221.81
1686,2063,Panjim,8,3/8/2022,60,62835,5000.24
1687,1004,Panjim,3,3/8/2022,80,71819,5721.21
1688,1071,Mapusa,3,3/8/2022,82,61378,4895.72
1689,1376,Old Goa,4,3/8/2022,97,97679,7135.52
1690,1787,Mapusa,10,3/8/2022,105,21826,1324.46
1691,1437,Panjim,3,3/8/2022,130,131717,8860.07
1692,3027,Old Goa,9,3/9/2022,4,1533,113.1
1693,2328,Old Goa,18,3/9/2022,7,1122,67.97
1694,1910,Old Goa,15,3/9/2022,34,11670,765.45
1695,1431,Mapusa,6,3/9/2022,48,33666,2208.59
1696,1757,Old Goa,8,3/10/2022,3,2572,178.26
1697,1324,Panjim,1,3/10/2022,5,3338,210.32
1698,1543,Mapusa,2,3/10/2022,18,2718,192.23
1699,2668,Old Goa,6,3/10/2022,29,9547,629.61
1700,2785,Mapusa,1,3/10/2022,70,37597,2363.53
1701,2671,Panjim,1,3/10/2022,155,63832,4318.51
1702,2402,Mapusa,18,3/11/2022,12,1301,81.62
1703,3092,Mapusa,1,3/11/2022,19,21138,1621.32
1704,3079,Panjim,5,3/11/2022,20,8399,566.01
1705,944,Old Goa,2,3/11/2022,43,19141,1323.83
1706,1454,Old Goa,10,3/11/2022,72,8300,648.33
1707,2458,Old Goa,6,3/11/2022,82,47358,3454.38
1708,2928,Panjim,9,3/11/2022,82,26951,2084.76
1709,2311,Mapusa,12,3/11/2022,130,73157,4450.02
1710,943,Old Goa,8,3/12/2022,4,811,51.26
1711,2695,Panjim,24,3/12/2022,8,1961,133.52
1712,2242,Mapusa,6,3/12/2022,15,9762,682.15
1713,2563,Old Goa,5,3/12/2022,41,20335,1503.69
1714,1365,Old Goa,10,3/12/2022,64,35114,2395.61
1715,3018,Old Goa,5,3/12/2022,70,4932,367.9
1716,1296,Panjim,12,3/12/2022,79,5484,371.96
1717,2994,Old Goa,1,3/12/2022,87,18908,1411.84
1718,2086,Mapusa,12,3/12/2022,114,100061,6247.3
1719,2266,Mapusa,11,3/12/2022,132,99399,7837.94
1720,2764,Panjim,2,3/12/2022,139,148946,11487.92
1721,1041,Panjim,8,3/12/2022,146,102611,6582.46
1722,2089,Old Goa,26,3/13/2022,10,2140,144.82
1723,2448,Mapusa,2,3/13/2022,11,4358,264.75
1724,2124,Mapusa,14,3/13/2022,14,9528,601.66
1725,2288,Panjim,10,3/13/2022,103,13905,972.74
1726,2601,Old Goa,6,3/13/2022,118,12744,826.88
1727,2921,Panjim,11,3/13/2022,170,104869,6358.48
1728,920,Old Goa,3,3/14/2022,31,20681,1308.24
1729,2394,Old Goa,5,3/14/2022,32,6064,401.17
1730,1657,Panjim,12,3/14/2022,33,31023,1921.04
1731,3066,Old Goa,8,3/14/2022,64,11980,770.92
1732,2482,Old Goa,12,3/14/2022,69,49140,3419.8
1733,903,Panjim,9,3/14/2022,76,33760,2344.24
1734,1275,Panjim,12,3/14/2022,122,53298,3789.13
1735,2126,Panjim,11,3/14/2022,135,131103,8978.62
1736,2186,Old Goa,26,3/15/2022,4,1073,69.65
1737,1869,Panjim,22,3/15/2022,10,2965,206.28
1738,3175,Old Goa,21,3/15/2022,11,1947,133.43
1739,1418,Panjim,10,3/15/2022,16,4488,299.92
1740,1472,Mapusa,11,3/15/2022,22,3718,254.68
1741,2064,Mapusa,12,3/15/2022,76,21009,1666.91
1742,999,Panjim,11,3/15/2022,115,87909,6767.75
1743,3111,Old Goa,2,3/15/2022,117,20555,1332.52
1744,2860,Mapusa,9,3/15/2022,122,79411,5356.2
1745,1376,Panjim,8,3/15/2022,130,119701,9356.83
1746,2785,Old Goa,3,3/15/2022,132,17194,1051.77
1747,1715,Mapusa,1,3/15/2022,163,32220,2046.71
1748,1200,Panjim,18,3/16/2022,2,651,42.51
1749,1725,Panjim,27,3/16/2022,8,513,32.71
1750,2234,Old Goa,27,3/16/2022,12,3883,271.68
1751,3193,Panjim,3,3/16/2022,26,28601,2250.63
1752,2605,Panjim,12,3/16/2022,64,58090,4510.72
1753,962,Old Goa,19,3/17/2022,10,2339,163.56
1754,2955,Old Goa,16,3/17/2022,18,13730,922.16
1755,1578,Panjim,14,3/17/2022,25,1159,71.44
1756,2993,Mapusa,10,3/17/2022,61,64995,4952.6
1757,2224,Panjim,14,3/17/2022,69,23565,1643.66
1758,1271,Mapusa,3,3/17/2022,136,121673,9020.17
1759,2072,Mapusa,11,3/17/2022,136,122144,8721.58
1760,2413,Old Goa,8,3/17/2022,170,113340,7912.94
1761,2064,Old Goa,27,3/18/2022,4,535,36.21
1762,1016,Mapusa,27,3/18/2022,6,1556,104.49
1763,2730,Panjim,22,3/18/2022,11,2111,135.06
1764,3086,Mapusa,15,3/18/2022,15,4854,333.86
1765,1702,Mapusa,11,3/18/2022,29,30699,2169.79
1766,1943,Old Goa,2,3/18/2022,57,63876,4959.83
1767,1850,Old Goa,4,3/18/2022,124,108661,8600.97
1768,2267,Old Goa,10,3/18/2022,134,107510,8401.5
1769,1317,Panjim,9,3/18/2022,151,39190,2998.91
1770,2722,Mapusa,22,3/19/2022,13,2414,146.96
1771,2739,Mapusa,1,3/19/2022,49,54397,3895.12
1772,2368,Old Goa,1,3/19/2022,57,49238,3437.17
1773,2483,Mapusa,3,3/19/2022,88,61253,4025.61
1774,1421,Panjim,1,3/19/2022,108,81097,4904.19
1775,3025,Old Goa,5,3/19/2022,153,64910,4680.43
1776,1080,Mapusa,25,3/20/2022,13,2574,170.96
1777,935,Old Goa,14,3/20/2022,22,15469,1001.6
1778,1971,Mapusa,5,3/20/2022,23,14635,1085.55
1779,2136,Mapusa,9,3/20/2022,26,17203,1071.36
1780,2566,Old Goa,1,3/20/2022,40,3586,276.83
1781,1889,Panjim,1,3/20/2022,43,6129,372.84
1782,1153,Old Goa,5,3/20/2022,100,18851,1346.23
1783,1708,Mapusa,1,3/20/2022,117,118323,8856.04
1784,2623,Panjim,2,3/20/2022,141,87886,6403.36
1785,2826,Panjim,5,3/20/2022,145,135596,9672.99
1786,1818,Panjim,23,3/21/2022,2,580,35.01
1787,1919,Old Goa,4,3/21/2022,5,5411,380.33
1788,1963,Panjim,1,3/21/2022,6,2795,194.63
1789,2434,Old Goa,27,3/21/2022,10,963,62.24
1790,3077,Mapusa,26,3/21/2022,13,1977,137.46
1791,1857,Mapusa,7,3/21/2022,28,5445,338.04
1792,2006,Panjim,15,3/21/2022,50,17953,1188.48
1793,2690,Old Goa,11,3/21/2022,71,65329,5225.02
1794,2931,Mapusa,5,3/21/2022,75,46819,3410.98
1795,1454,Old Goa,5,3/21/2022,77,69922,4721.64
1796,1457,Mapusa,7,3/21/2022,94,23174,1438.99
1797,2546,Panjim,2,3/21/2022,115,107276,6668.04
1798,1200,Old Goa,10,3/21/2022,122,23370,1612.37
1799,1592,Mapusa,9,3/21/2022,140,106562,7038.42
1800,1246,Panjim,10,3/21/2022,167,29635,2166.84
1801,2754,Panjim,14,3/22/2022,16,691,42.8
1802,3016,Panjim,3,3/22/2022,55,55858,4340.45
1803,3062,Panjim,2,3/22/2022,67,19583,1515.56
1804,2987,Mapusa,7,3/22/2022,102,36198,2605.99
1805,906,Mapusa,9,3/22/2022,107,17344,1301.28
1806,1536,Panjim,2,3/22/2022,128,138233,9263.2
1807,1007,Panjim,12,3/22/2022,150,85083,5284.38
1808,2138,Mapusa,23,3/23/2022,12,3089,206.63
1809,2315,Panjim,2,3/23/2022,46,19930,1323.19
1810,2249,Panjim,6,3/23/2022,74,35007,2251.66
1811,2339,Mapusa,1,3/23/2022,103,19542,1445.7
1812,2785,Old Goa,3,3/23/2022,148,67804,4654.5
1813,2513,Old Goa,27,3/24/2022,7,1590,105.43
1814,3166,Panjim,9,3/24/2022,23,18198,1226.3
1815,978,Old Goa,11,3/24/2022,26,26155,1804.23
1816,1528,Mapusa,12,3/24/2022,56,23130,1615.46
1817,3127,Mapusa,6,3/24/2022,61,54044,3526.9
1818,1033,Panjim,4,3/24/2022,85,45887,3464.65
1819,2348,Panjim,8,3/24/2022,89,95708,6147.96
1820,1496,Panjim,1,3/24/2022,93,44414,3426.94
1821,2253,Old Goa,4,3/24/2022,151,143540,9939.14
1822,1159,Mapusa,1,3/25/2022,7,3507,247.23
1823,1974,Old Goa,13,3/25/2022,27,1728,109.4
1824,2420,Panjim,14,3/25/2022,39,27753,1840.99
1825,2182,Old Goa,1,3/25/2022,46,40091,2704.94
1826,2615,Panjim,13,3/25/2022,48,702,47.33
1827,914,Old Goa,4,3/25/2022,54,6701,507.38
1828,1527,Mapusa,5,3/25/2022,97,85490,5772.18
1829,916,Old Goa,9,3/25/2022,144,126408,8209.35
1830,1574,Mapusa,16,3/26/2022,8,873,59.22
1831,2790,Panjim,25,3/26/2022,13,4403,302.41
1832,1520,Old Goa,11,3/26/2022,43,30050,2233.26
1833,1042,Mapusa,5,3/26/2022,57,39369,2875.53
1834,960,Panjim,6,3/26/2022,118,25547,1645.35
1835,3199,Mapusa,9,3/26/2022,127,19480,1545.38
1836,2914,Old Goa,4,3/26/2022,147,144696,11569.96
1837,1969,Mapusa,7,3/27/2022,19,18053,1090.2
1838,1401,Old Goa,11,3/27/2022,25,23359,1620.53
1839,3141,Panjim,4,3/27/2022,77,17545,1123.27
1840,2455,Old Goa,10,3/27/2022,93,91506,6089.4
1841,2222,Mapusa,1,3/27/2022,105,23631,1859.95
1842,2717,Mapusa,5,3/27/2022,119,26301,1839.87
1843,2822,Mapusa,2,3/27/2022,130,79010,5683.52
1844,2164,Mapusa,5,3/27/2022,142,46232,2910.13
1845,2464,Old Goa,10,3/27/2022,162,34329,2565.07
1846,2546,Old Goa,9,3/27/2022,163,122985,8838.6
1847,2205,Panjim,9,3/27/2022,165,119991,7425.03
1848,1970,Mapusa,8,3/28/2022,5,347,26.99
1849,1177,Panjim,1,3/28/2022,10,2426,172.18
1850,1465,Panjim,10,3/28/2022,12,12825,909.96
1851,2271,Old Goa,16,3/28/2022,32,23897,1489.2
1852,1317,Mapusa,5,3/28/2022,36,17543,1396.27
1853,1231,Panjim,4,3/28/2022,62,37945,2559.25
1854,1555,Old Goa,3,3/28/2022,136,149609,9046.62
1855,1628,Mapusa,4,3/28/2022,138,61676,4218.62
1856,2352,Panjim,18,3/29/2022,12,897,59.3
1857,1755,Mapusa,5,3/29/2022,16,8740,644.15
1858,1523,Old Goa,6,3/29/2022,92,27787,1836.51
1859,2798,Panjim,1,3/29/2022,106,25151,1607.28
1860,1832,Panjim,23,3/30/2022,3,965,60.96
1861,2576,Panjim,2,3/30/2022,41,20692,1410.94
1862,2823,Old Goa,2,3/30/2022,56,26631,2053.1
1863,1327,Old Goa,6,3/30/2022,57,59505,4080.35
1864,944,Old Goa,4,3/30/2022,70,19382,1358.29
1865,2850,Mapusa,12,3/30/2022,77,70786,4550.15
1866,2603,Mapusa,9,3/30/2022,77,51014,3849.34
1867,2579,Mapusa,1,3/30/2022,142,30456,1837.31
1868,2358,Mapusa,12,3/30/2022,150,89899,6960.63
1869,1456,Old Goa,19,3/31/2022,7,1122,68.94
1870,1364,Panjim,25,3/31/2022,12,3569,217.94
1871,2023,Panjim,4,3/31/2022,15,2680,193.49
1872,2590,Panjim,10,3/31/2022,16,17779,1348.41
1873,1512,Panjim,9,3/31/2022,22,8499,617.83
1874,1507,Old Goa,5,3/31/2022,40,22140,1350.43
1875,2079,Mapusa,15,3/31/2022,46,33680,2285.4
1876,2144,Mapusa,5,3/31/2022,53,34921,2213.5
1877,2869,Old Goa,27,4/1/2022,11,3368,218.76
1878,1888,Old Goa,11,4/1/2022,51,48058,3110.98
1879,997,Panjim,11,4/1/2022,55,34185,2397.74
1880,1813,Panjim,4,4/1/2022,75,21570,1647.32
1881,1747,Panjim,12,4/1/2022,89,81444,6275.18
1882,2719,Mapusa,3,4/1/2022,114,23596,1844.51
1883,2909,Old Goa,5,4/1/2022,117,75697,5435.91
1884,1319,Old Goa,4,4/1/2022,127,64761,4329.87
1885,3125,Old Goa,1,4/1/2022,169,97281,7027.66
1886,2103,Mapusa,22,4/2/2022,4,802,51.53
1887,1207,Panjim,5,4/2/2022,6,6574,417.3
1888,3087,Panjim,4,4/2/2022,18,3318,205.33
1889,913,Panjim,11,4/2/2022,33,31413,1885.76
1890,3098,Mapusa,16,4/2/2022,39,25289,1751.77
1891,3023,Mapusa,4,4/2/2022,57,14781,895.66
1892,1469,Mapusa,2,4/2/2022,68,49748,3919
1893,3179,Mapusa,1,4/2/2022,99,45561,3483.59
1894,1443,Mapusa,2,4/2/2022,150,29941,2332.49
1895,2714,Old Goa,11,4/3/2022,5,3638,227.63
1896,2848,Panjim,20,4/3/2022,6,857,52.79
1897,1311,Mapusa,17,4/3/2022,10,3041,190.36
1898,1317,Mapusa,17,4/3/2022,10,920,63.27
1899,3065,Old Goa,25,4/3/2022,11,3303,229.28
1900,1687,Old Goa,18,4/3/2022,13,4195,271.92
1901,1316,Panjim,2,4/3/2022,14,7134,497.09
1902,1811,Old Goa,5,4/3/2022,25,12899,880.57
1903,2416,Panjim,12,4/3/2022,36,4977,337.16
1904,1009,Mapusa,1,4/3/2022,53,40977,2510.92
1905,1520,Mapusa,1,4/3/2022,69,11113,687.12
1906,1967,Mapusa,14,4/3/2022,79,7197,496.93
1907,1955,Mapusa,8,4/3/2022,91,49773,3617.09
1908,2515,Mapusa,7,4/3/2022,108,100853,6449.83
1909,2452,Panjim,3,4/3/2022,161,128043,10005.18
1910,2592,Panjim,5,4/4/2022,13,11528,720.67
1911,2048,Mapusa,10,4/4/2022,119,44415,3406.05
1912,2170,Panjim,2,4/4/2022,123,30978,2408.77
1913,1133,Mapusa,5,4/5/2022,14,4806,367.37
1914,2818,Mapusa,2,4/5/2022,46,45430,3091.67
1915,2442,Old Goa,6,4/5/2022,53,20295,1427.72
1916,895,Panjim,10,4/5/2022,87,24601,1613.3
1917,1019,Panjim,6,4/5/2022,98,44345,2838.65
1918,1563,Old Goa,7,4/5/2022,122,59278,4262.33
1919,2404,Mapusa,1,4/5/2022,161,80743,5651.77
1920,2991,Mapusa,8,4/5/2022,173,65784,4258.71
1921,1049,Old Goa,18,4/6/2022,4,560,35.77
1922,1858,Panjim,26,4/6/2022,4,819,56.72
1923,1270,Mapusa,26,4/6/2022,13,1838,117.48
1924,1611,Mapusa,8,4/6/2022,41,7693,535.74
1925,1422,Mapusa,8,4/6/2022,72,65121,4404.07
1926,1205,Mapusa,4,4/6/2022,126,92437,6584.32
1927,3152,Mapusa,1,4/6/2022,143,110500,7423.17
1928,899,Mapusa,11,4/6/2022,168,61222,4660.96
1929,991,Panjim,3,4/7/2022,6,6258,472.37
1930,1889,Mapusa,23,4/7/2022,7,1616,104.56
1931,3164,Old Goa,2,4/7/2022,46,32938,2179.75
1932,2394,Panjim,7,4/7/2022,48,53119,3553.34
1933,2934,Old Goa,11,4/7/2022,56,25174,1915.93
1934,1772,Mapusa,11,4/7/2022,83,56841,3629.42
1935,2946,Old Goa,12,4/7/2022,101,30123,2340.42
1936,1449,Mapusa,8,4/7/2022,102,39416,2787.86
1937,913,Old Goa,5,4/7/2022,104,78550,5170.3
1938,1643,Mapusa,9,4/7/2022,119,71172,4300.63
1939,1141,Mapusa,9,4/7/2022,121,18926,1308.27
1940,1919,Panjim,1,4/7/2022,150,159559,10841
1941,2783,Old Goa,27,4/8/2022,10,2678,173.22
1942,905,Mapusa,14,4/8/2022,25,17152,1104.66
1943,1340,Old Goa,3,4/8/2022,37,34886,2173.37
1944,989,Panjim,7,4/8/2022,52,9990,730.95
1945,3052,Panjim,16,4/8/2022,71,32351,2169.95
1946,2123,Old Goa,3,4/8/2022,78,86551,5993.97
1947,1827,Old Goa,6,4/8/2022,145,22444,1462.79
1948,954,Mapusa,27,4/9/2022,2,398,25.23
1949,2884,Mapusa,25,4/9/2022,7,1823,117.42
1950,1051,Mapusa,22,4/9/2022,7,1701,115.59
1951,2580,Mapusa,12,4/9/2022,26,6322,412.92
1952,1473,Panjim,14,4/9/2022,71,29065,1998.36
1953,1165,Old Goa,5,4/9/2022,77,37969,2494.17
1954,2463,Panjim,3,4/9/2022,134,16811,1134.41
1955,1363,Panjim,11,4/9/2022,161,56506,4006.49
1956,3026,Mapusa,10,4/9/2022,165,130653,7908.12
1957,1415,Panjim,17,4/10/2022,7,2221,139.53
1958,2597,Mapusa,12,4/10/2022,15,9671,701.11
1959,1134,Mapusa,2,4/10/2022,30,29187,1892.52
1960,2869,Old Goa,7,4/10/2022,32,23145,1556.15
1961,2226,Old Goa,8,4/10/2022,140,155195,12110.54
1962,2259,Old Goa,12,4/10/2022,141,82023,5168.5
1963,1463,Old Goa,10,4/10/2022,149,86740,5706.49
1964,1470,Panjim,7,4/10/2022,151,77099,5866.11
1965,2180,Old Goa,20,4/11/2022,2,513,33.77
1966,2747,Panjim,24,4/11/2022,3,444,27.43
1967,2482,Panjim,18,4/11/2022,5,1109,71.48
1968,1683,Panjim,8,4/11/2022,37,30644,2328.13
1969,1559,Mapusa,9,4/11/2022,46,39555,2596.82
1970,2074,Mapusa,4,4/11/2022,52,54413,3502.3
1971,1906,Mapusa,2,4/11/2022,54,7739,529.99
1972,1320,Old Goa,3,4/11/2022,58,36317,2327.75
1973,2211,Panjim,6,4/11/2022,67,52333,4106.23
1974,2766,Mapusa,15,4/11/2022,82,33783,2129.84
1975,1431,Panjim,8,4/11/2022,83,74864,5783.05
1976,1910,Mapusa,1,4/11/2022,114,90778,6409.2
1977,2438,Panjim,12,4/11/2022,115,109554,7006.18
1978,2459,Old Goa,6,4/11/2022,145,152757,11422.07
1979,1892,Panjim,24,4/12/2022,2,505,32.69
1980,2321,Mapusa,24,4/12/2022,6,1819,109.3
1981,2957,Old Goa,10,4/12/2022,17,3998,298.03
1982,1956,Old Goa,7,4/12/2022,25,7149,435.02
1983,3013,Old Goa,3,4/12/2022,25,27776,1673.26
1984,2500,Old Goa,8,4/12/2022,71,10116,661.92
1985,2438,Mapusa,3,4/12/2022,94,67625,4740.17
1986,2598,Panjim,12,4/12/2022,101,74986,5129.68
1987,2884,Mapusa,2,4/12/2022,104,16036,1018.63
1988,2986,Old Goa,1,4/12/2022,113,76853,5492.31
1989,2846,Panjim,11,4/12/2022,114,12591,976.03
1990,1044,Old Goa,8,4/12/2022,140,50334,3811.67
1991,2367,Mapusa,4,4/13/2022,2,508,31.52
1992,3120,Mapusa,25,4/13/2022,7,524,31.47
1993,3131,Panjim,25,4/13/2022,13,4304,276.55
1994,2983,Panjim,8,4/13/2022,14,3837,251.62
1995,2249,Mapusa,12,4/13/2022,17,13870,918.05
1996,2572,Old Goa,10,4/13/2022,35,12442,816.89
1997,1579,Old Goa,1,4/13/2022,59,62164,3761.82
1998,1103,Old Goa,11,4/13/2022,71,56547,4255.04
1999,1860,Old Goa,8,4/13/2022,133,8582,679.43
2000,1257,Panjim,5,4/14/2022,27,26838,1771.66
2001,2419,Mapusa,2,4/14/2022,30,2287,146.83
2002,2531,Old Goa,12,4/14/2022,47,14475,1131.3
2003,2073,Old Goa,2,4/14/2022,96,92947,7189.78
2004,1340,Mapusa,3,4/14/2022,141,132812,9845.41
2005,2375,Mapusa,20,4/15/2022,2,316,21.64
2006,2483,Mapusa,27,4/15/2022,4,864,60.41
2007,2626,Mapusa,27,4/15/2022,5,1004,69.07
2008,2784,Old Goa,5,4/15/2022,23,3997,287.85
2009,1441,Mapusa,11,4/15/2022,25,4731,357.05
2010,1188,Panjim,7,4/15/2022,54,47215,3421.84
2011,2762,Mapusa,8,4/15/2022,92,39608,2423.66
2012,1963,Panjim,6,4/15/2022,97,59337,3837.22
2013,983,Panjim,14,4/15/2022,108,70149,4403.14
2014,2922,Panjim,10,4/15/2022,119,37006,2689.56
2015,1272,Mapusa,10,4/15/2022,153,111260,8827.41
2016,1497,Old Goa,13,4/16/2022,3,1311,86.27
2017,2499,Old Goa,24,4/16/2022,6,1877,124.77
2018,2605,Mapusa,25,4/16/2022,10,1984,119.84
2019,1629,Panjim,27,4/16/2022,12,1204,83.83
2020,2565,Old Goa,12,4/16/2022,19,16402,1269.2
2021,1733,Old Goa,13,4/16/2022,34,21014,1443.08
2022,3178,Mapusa,1,4/16/2022,36,22442,1771.56
2023,2241,Panjim,6,4/16/2022,38,18117,1434.4
2024,1547,Old Goa,12,4/16/2022,39,2847,171.98
2025,2089,Old Goa,8,4/16/2022,113,122030,7750.88
2026,2703,Old Goa,9,4/16/2022,122,19567,1251.2
2027,2327,Panjim,6,4/16/2022,144,71521,5088.74
2028,946,Old Goa,4,4/16/2022,147,52912,3727.54
2029,3157,Panjim,18,4/17/2022,2,569,37.46
2030,2358,Old Goa,7,4/17/2022,44,22919,1540.77
2031,2818,Panjim,4,4/17/2022,56,50543,4026.42
2032,2698,Old Goa,11,4/17/2022,77,35404,2174.12
2033,2599,Panjim,9,4/17/2022,81,57062,4036.79
2034,1530,Panjim,6,4/17/2022,95,73549,4810.63
2035,2710,Old Goa,9,4/17/2022,105,79047,5355.48
2036,2174,Panjim,9,4/17/2022,113,45259,2783.43
2037,1395,Old Goa,12,4/17/2022,161,153969,11823.11
2038,3036,Panjim,21,4/18/2022,4,1215,75.69
2039,2101,Panjim,2,4/18/2022,5,2242,165.79
2040,2104,Mapusa,27,4/18/2022,12,1200,75.6
2041,1875,Panjim,8,4/18/2022,59,47446,3472.68
2042,3115,Mapusa,14,4/18/2022,100,71365,4470.4
2043,2159,Old Goa,2,4/18/2022,148,154085,12215.58
2044,1612,Panjim,11,4/19/2022,7,7422,473.46
2045,1264,Old Goa,16,4/19/2022,11,3537,245.52
2046,3150,Old Goa,9,4/19/2022,34,36707,2703.72
2047,2520,Mapusa,1,4/19/2022,57,52095,3671.02
2048,2532,Old Goa,6,4/19/2022,58,23064,1715.83
2049,1168,Panjim,9,4/19/2022,59,38666,2612.81
2050,2960,Mapusa,6,4/19/2022,61,34010,2374.76
2051,2433,Old Goa,3,4/19/2022,62,21601,1338.35
2052,931,Panjim,6,4/19/2022,91,91563,5531.67
2053,3012,Old Goa,10,4/19/2022,103,86623,5552.14
2054,1359,Mapusa,3,4/19/2022,122,76424,5835.77
2055,1646,Mapusa,19,4/20/2022,11,3307,198.54
2056,2099,Old Goa,4,4/20/2022,12,11611,811.65
2057,1245,Old Goa,12,4/20/2022,27,28857,2150.68
2058,2746,Old Goa,11,4/20/2022,37,20137,1420.62
2059,1346,Panjim,2,4/20/2022,39,25150,1762.81
2060,3039,Mapusa,12,4/20/2022,105,56781,4068.53
2061,2979,Old Goa,7,4/20/2022,114,87386,6355.54
2062,1153,Panjim,12,4/20/2022,142,158409,12064.56
2063,1062,Panjim,11,4/20/2022,148,160415,12299.15
2064,2686,Old Goa,9,4/20/2022,153,88775,6611.75
2065,1688,Panjim,8,4/20/2022,156,16347,1003.37
2066,894,Panjim,6,4/21/2022,10,5164,334.81
2067,2079,Old Goa,1,4/21/2022,52,53398,4071.74
2068,2196,Mapusa,8,4/21/2022,85,6409,447.84
2069,2462,Mapusa,3,4/21/2022,158,19141,1263.25
2070,1767,Old Goa,27,4/22/2022,4,1057,69.4
2071,1818,Old Goa,10,4/22/2022,32,16169,1209.73
2072,2653,Old Goa,11,4/22/2022,47,26676,1753.38
2073,2118,Old Goa,10,4/22/2022,63,60198,4188.31
2074,1418,Panjim,3,4/22/2022,74,31269,2279.01
2075,1516,Panjim,9,4/22/2022,115,52530,3756.35
2076,1643,Mapusa,5,4/22/2022,117,94906,6479.86
2077,2507,Mapusa,9,4/22/2022,125,71926,4331.81
2078,1425,Old Goa,9,4/22/2022,139,30628,2308.12
2079,1145,Old Goa,9,4/22/2022,141,126469,9722.62
2080,3193,Old Goa,12,4/22/2022,153,49148,3014.05
2081,2025,Panjim,8,4/23/2022,3,1129,71.14
2082,1100,Panjim,12,4/23/2022,4,4366,327.61
2083,2194,Mapusa,11,4/23/2022,15,1736,112.39
2084,1494,Panjim,6,4/23/2022,28,9948,682.42
2085,883,Old Goa,12,4/23/2022,37,33816,2355.04
2086,1897,Mapusa,7,4/23/2022,49,5675,405.25
2087,1832,Old Goa,4,4/23/2022,56,52063,3352.1
2088,1139,Old Goa,1,4/23/2022,62,36508,2695.82
2089,2783,Old Goa,12,4/23/2022,67,25066,1752.26
2090,1906,Old Goa,4,4/23/2022,77,41998,3241.22
2091,2521,Old Goa,6,4/23/2022,81,80706,4985.58
2092,1129,Old Goa,4,4/23/2022,92,34851,2367.38
2093,2040,Mapusa,1,4/23/2022,134,60811,4214.24
2094,2220,Old Goa,11,4/23/2022,157,44633,2960.5
